Depth,Age,dD
1702.25,129118,-375.6
1702.8,129158,-366.6
1703.35,129195,-372.1
1703.9,129231,-374.3
1704.45,129268,-370
1705,129305,-373
1705.55,129342,-372.6
1706.1,129380,-371.7
1706.65,129418,-372.2
1707.2,129455,-373.9
1707.75,129493,-380.8
1708.3,129533,-377.8
1708.85,129573,-370
1709.4,129612,-372.3
1709.95,129650,-374.6
1710.5,129688,-373.6
1711.05,129726,-371.9
1711.6,129764,-378.1
1712.15,129803,-375.6
1712.7,129842,-374.4
1713.25,129881,-371.4
1713.8,129921,-382.4
1714.35,129960,-379
1714.9,130000,-374.7
1715.45,130040,-378.5
1716,130079,-380.1
1716.55,130119,-375.8
1717.1,130159,-374.9
1717.65,130198,-381.4
1718.2,130239,-381.5
1718.75,130281,-371.7
1719.3,130322,-386.7
1719.85,130364,-384.4
1720.4,130407,-378.2
1720.95,130450,-381.8
1721.5,130493,-383
1722.05,130536,-385.7
1722.6,130579,-384.7
1723.15,130623,-384.9
1723.7,130667,-386
1724.25,130712,-385.4
1724.8,130758,-391.9
1725.35,130805,-388.2
1725.9,130851,-386.9
1726.45,130897,-387.9
1727,130943,-388.2
1727.55,130988,-385.9
1728.1,131035,-388.4
1728.65,131081,-392.4
1729.2,131127,-388
1729.75,131174,-387.4
1730.3,131220,-389.9
1730.85,131266,-385.7
1731.4,131313,-391.6
1731.95,131360,-390.9
1732.5,131407,-400.2
1733.05,131459,-397.1
1733.6,131511,-394.2
1734.15,131564,-396.8
1734.7,131616,-396.5
1735.25,131668,-399.5
1735.8,131721,-399
1736.35,131775,-400.4
1736.9,131829,-400.5
1737.45,131883,-398
1738,131940,-406.9
1738.55,131996,-405.3
1739.1,132053,-398.7
1739.65,132106,-399.5
1740.2,132159,-397.5
1740.75,132212,-402.1
1741.3,132268,-403.4
1741.85,132324,-403.1
1742.4,132380,-408.3
1742.95,132437,-402.1
1743.5,132495,-408.2
1744.05,132552,-408.9
1744.6,132612,-405.6
1745.15,132673,-410
1745.7,132733,-408.8
1746.25,132794,-411.6
1746.8,132856,-410.4
1747.35,132917,-415.2
1747.9,132980,-413.8
1748.45,133042,-407.1
1749,133104,-408.2
1749.55,133168,-417.2
1750.1,133232,-417
1750.65,133295,-410.2
1751.2,133355,-406.7
1751.75,133415,-410.9
1752.3,133474,-415.6
1752.85,133541,-417.5
1753.4,133607,-420.6
1753.95,133673,-410.5
1754.5,133738,-418.7
1755.05,133803,-417.6
1755.6,133867,-419.6
1756.15,133935,-422.7
1756.7,134003,-416.3
1757.25,134070,-422.1
1757.8,134140,-421.3
1758.35,134210,-421.2
1758.9,134279,-423.7
1759.45,134351,-423
1760,134422,-422.8
1760.55,134493,-426.1
1761.1,134567,-424.6
1761.65,134641,-425.9
1762.2,134715,-429.4
1762.75,134794,-438.2
1763.3,134873,-430
1763.85,134952,-434
1764.4,135037,-434.6
1764.95,135122,-434.3
1765.5,135207,-434.7
1766.05,135293,-430.7
1766.6,135378,-428.7
1767.15,135463,-435.8
1767.7,135548,-432.5
1768.25,135633,-426.8
1768.8,135717,-431.9
1769.35,135808,-437.9
1769.9,135898,-434.8
1770.45,135989,-438.3
1771,136087,-439.8
1771.55,136186,-440
1772.1,136285,-436.9
1772.65,136381,-438.3
1773.2,136477,-435.9
1773.75,136572,-437.9
1774.3,136671,-439.2
1774.85,136769,-431.6
1775.4,136867,-431.7
1775.95,136965,-436.6
1776.5,137062,-435.5
1777.05,137160,-433.4
1777.6,137261,-436.9
1778.15,137362,-438.3
1778.7,137463,-435.8
1779.25,137565,-433.2
1779.8,137668,-436.6
1780.35,137771,-434.9
1780.9,137877,-437.5
1781.45,137983,-437.7
1782,138089,-434
1782.55,138198,-439.6
1783.1,138307,-440.5
1783.65,138416,-439.1
1784.2,138534,-443
1784.75,138652,-440.8
1785.3,138770,-440
1785.85,138888,-442.3
1786.4,139006,-438.9
1786.95,139124,-437.5
1787.5,139241,-437.6
1788.05,139358,-439.3
1788.6,139474,-441
1789.15,139594,-437
1789.7,139714,-440.9
1790.25,139835,-434.1
1790.8,139955,-441.2
1791.35,140075,-440.7
1791.9,140195,-436.8
1792.45,140314,-435.3
1793,140433,-440.4
1793.55,140552,-438
1794.1,140676,-440.1
1794.65,140801,-440.8
1795.2,140926,-441
1795.75,141051,-438.5
1796.3,141176,-439
1796.85,141301,-436.2
1797.4,141426,-438.8
1797.95,141552,-442
1798.5,141677,-433.9
1799.05,141795,-433.6
1799.6,141913,-437
1800.15,142031,-432.8
1800.7,142153,-436.4
1801.25,142274,-438.6
1801.8,142395,-441.7
1802.35,142522,-437.6
1802.9,142649,-438.2
1803.45,142776,-434.8
1804,142893,-435.5
1804.55,143010,-431.8
1805.1,143127,-435.3
1805.65,143250,-439.4
1806.2,143373,-439
1806.75,143497,-440.2
1807.3,143614,-434.1
1807.85,143731,-430.8
1808.4,143849,-437
1808.95,143971,-440.6
1809.5,144093,-436
1810.05,144215,-440.5
1810.6,144336,-439.2
1811.15,144457,-434.3
1811.7,144578,-431.7
1812.25,144692,-435.7
1812.8,144806,-436
1813.35,144920,-436.8
1813.9,145036,-433.5
1814.45,145151,-436.8
1815,145267,-435.6
1815.55,145383,-433.4
1816.1,145498,-439.8
1816.65,145614,-435.3
1817.2,145727,-434.6
1817.75,145839,-433.5
1818.3,145952,-440
1818.85,146070,-436.4
1819.4,146189,-438.9
1819.95,146308,-441.9
1820.5,146423,-439
1821.05,146538,-430.3
1821.6,146653,-434.6
1822.15,146766,-437
1822.7,146878,-436.1
1823.25,146991,-433.9
1823.8,147094,-435.2
1824.35,147197,-426.9
1824.9,147300,-436.1
1825.45,147408,-432
1826,147516,-433.5
1826.55,147624,-431.3
1827.1,147735,-435.7
1827.65,147847,-437.9
1828.2,147958,-438.9
1828.75,148076,-439.5
1829.3,148193,-437.2
1829.85,148311,-439.1
1830.4,148421,-434.7
1830.95,148532,-430.2
1831.5,148642,-430.3
1832.05,148749,-435.5
1832.6,148855,-432.2
1833.15,148961,-429.1
1833.7,149068,-433.9
1834.25,149176,-435.2
1834.8,149283,-436.6
1835.35,149395,-436.2
1835.9,149506,-432.2
1836.45,149618,-435.2
1837,149730,-436.2
1837.55,149842,-434.9
1838.1,149954,-437.3
1838.65,150065,-433.5
1839.2,150176,-433.5
1839.75,150287,-427.7
1840.3,150390,-433.4
1840.85,150492,-427.8
1841.4,150595,-429.1
1841.95,150695,-428.3
1842.5,150796,-428
1843.05,150896,-427.8
1843.6,150997,-429.3
1844.15,151098,-428.5
1844.7,151200,-431.6
1845.25,151305,-431.6
1845.8,151410,-430.2
1846.35,151515,-431.5
1846.9,151621,-430.9
1847.45,151727,-432.3
1848,151833,-433
1848.55,151938,-430.9
1849.1,152044,-429.3
1849.65,152150,-435.1
1850.2,152257,-428.4
1850.75,152363,-432
1851.3,152470,-432.6
1851.85,152578,-432.3
1852.4,152687,-433
1852.95,152795,-433.3
1853.5,152904,-434
1854.05,153014,-432.1
1854.6,153123,-431
1855.15,153230,-432.4
1855.7,153336,-430.8
1856.25,153443,-429.4
1856.8,153549,-431.1
1857.35,153656,-435.3
1857.9,153762,-433.4
1858.45,153869,-433.7
1859,153975,-433.7
1859.55,154082,-434.9
1860.1,154196,-438.4
1860.65,154311,-433.9
1861.2,154426,-433.8
1861.75,154538,-432.29
1862.3,154650,-434.3
1862.85,154762,-436.7
1863.4,154885,-441.2
1863.95,155007,-440.6
1864.5,155130,-434.7
1865.05,155246,-435.7
1865.6,155363,-437.2
1866.15,155479,-438.4
1866.7,155605,-442.4
1867.25,155730,-440.9
1867.8,155855,-439
1868.35,155980,-441.3
1868.9,156105,-440.3
1869.45,156230,-437.6
1870,156353,-437.9
1870.55,156477,-442.3
1871.1,156600,-436.9
1871.65,156720,-437
1872.2,156841,-438.5
1872.75,156961,-440.7
1873.3,157096,-446.4
1873.85,157231,-447.1
1874.4,157365,-444.34
1874.95,157495,-439.5
1875.5,157625,-440.6
1876.05,157756,-444.6
1876.6,157882,-438
1877.15,158009,-440.5
1877.7,158135,-439.5
1878.25,158263,-438.7
1878.8,158390,-444.1
1879.35,158517,-441.9
1879.9,158641,-436.5
1880.45,158764,-437.4
1881,158888,-439.85
1881.55,159011,-437.8
1882.1,159135,-441.2
1882.65,159259,-440.7
1883.2,159366,-441.1
1883.75,159473,-445.4
1884.3,159580,-441.4
1884.85,159691,-435.6
1885.4,159802,-434.4
1885.95,159913,-432.3
1886.5,160017,-430.6
1887.05,160121,-423.1
1887.6,160226,-425.9
1888.15,160326,-421.1
1888.7,160427,-427.9
1889.25,160528,-431.7
1889.8,160629,-428.7
1890.35,160730,-428.3
1890.9,160831,-430.5
1891.45,160939,-431
1892,161048,-432.17
1892.55,161156,-434.51
1893.1,161266,-431.46
1893.65,161375,-431.52
1894.2,161484,-430.99
1894.75,161600,-432.9
1895.3,161716,-432.1
1895.85,161832,-432.1
1896.4,161948,-435.7
1896.95,162063,-434.8
1897.5,162179,-435.3
1898.05,162300,-436.1
1898.6,162421,-434.7
1899.15,162541,-441
1899.7,162664,-440
1900.25,162787,-435.5
1900.8,162910,-430.1
1901.35,163022,-428.2
1901.9,163133,-431.9
1902.45,163245,-427
1903,163351,-426.3
1903.55,163457,-424.9
1904.1,163563,-425.4
1904.65,163668,-423.8
1905.2,163773,-428
1905.75,163878,-423.49
1906.3,163983,-430.5
1906.85,164089,-433.5
1907.4,164194,-427.5
1907.95,164302,-428.3
1908.5,164410,-427.8
1909.05,164519,-428
1909.6,164630,-431.2
1910.15,164741,-429.2
1910.7,164853,-438.1
1911.25,164973,-437.7
1911.8,165094,-430.9
1912.35,165215,-429.2
1912.9,165339,-437
1913.45,165463,-442.41
1914,165587,-440.3
1914.55,165726,-443.7
1915.1,165865,-441.5
1915.65,166003,-437
1916.2,166137,-438.5
1916.75,166270,-439.3
1917.3,166403,-438
1917.85,166538,-436.3
1918.4,166673,-442
1918.95,166808,-440.39
1919.5,166940,-438.7
1920.05,167072,-433.4
1920.6,167205,-436
1921.15,167339,-439.3
1921.7,167474,-437.2
1922.25,167608,-436
1922.8,167744,-434.9
1923.35,167880,-441.48
1923.9,168016,-438.2
1924.45,168147,-435.8
1925,168277,-432.7
1925.55,168407,-438.6
1926.1,168544,-437
1926.65,168681,-440.3
1927.2,168817,-431.2
1927.75,168944,-432.6
1928.3,169070,-432.2
1928.85,169196,-432.3
1929.4,169317,-431
1929.95,169438,-428.8
1930.5,169559,-434.7
1931.05,169684,-431.4
1931.6,169810,-429.9
1932.15,169936,-424.8
1932.7,170050,-427.6
1933.25,170163,-423.2
1933.8,170277,-421.8
1934.35,170392,-427.4
1934.9,170507,-429.4
1935.45,170622,-425.6
1936,170742,-426.9
1936.55,170862,-435.8
1937.1,170981,-434.3
1937.65,171099,-425.6
1938.2,171217,-426.3
1938.75,171335,-425.8
1939.3,171456,-427.6
1939.85,171576,-432.1
1940.4,171697,-432.7
1940.95,171821,-432.2
1941.5,171946,-426.7
1942.05,172071,-426.4
1942.6,172198,-435.2
1943.15,172326,-432.9
1943.7,172453,-434.5
1944.25,172588,-435.84
1944.8,172722,-436.91
1945.35,172857,-435.8
1945.9,172990,-436.73
1946.45,173123,-435.83
1947,173256,-436.22
1947.55,173396,-437.82
1948.1,173535,-438.58
1948.65,173674,-436
1949.2,173809,-436.9
1949.75,173944,-431.6
1950.3,174079,-429
1950.85,174195,-426.4
1951.4,174311,-423.3
1951.95,174427,-427
1952.5,174538,-422.6
1953.05,174649,-422.1
1953.6,174760,-427.24
1954.15,174876,-423.7
1954.7,174992,-429.8
1955.25,175108,-427.7
1955.8,175233,-431.9
1956.35,175358,-427.47
1956.9,175483,-432
1957.45,175613,-433.1
1958,175743,-438.1
1958.55,175874,-431.7
1959.1,176002,-436.2
1959.65,176131,-433
1960.2,176260,-436.45
1960.75,176395,-436.5
1961.3,176531,-439.7
1961.85,176667,-437.4
1962.4,176798,-435.9
1962.95,176929,-435.4
1963.5,177060,-436.2
1964.05,177188,-434.35
1964.6,177316,-437.81
1965.15,177444,-432.8
1965.7,177566,-435.4
1966.25,177687,-431.7
1966.8,177809,-434.7
1967.35,177932,-438
1967.9,178056,-432.2
1968.45,178179,-433.2
1969,178301,-435.2
1969.55,178423,-436.43
1970.1,178545,-440.9
1970.65,178678,-440.8
1971.2,178812,-443
1971.75,178946,-439.2
1972.3,179074,-438.8
1972.85,179202,-439.7
1973.4,179331,-440.9
1973.95,179454,-437.3
1974.5,179577,-437.3
1975.05,179700,-436.3
1975.6,179811,-429.2
1976.15,179922,-428.3
1976.7,180033,-421.1
1977.25,180136,-425.5
1977.8,180238,-428.6
1978.35,180340,-428.09
1978.9,180447,-427.2
1979.45,180554,-435.2
1980,180660,-422.5
1980.55,180756,-421.7
1981.1,180852,-419.8
1981.65,180947,-423.37
1982.2,181046,-422.5
1982.75,181145,-425.4
1983.3,181244,-426.7
1983.85,181346,-427.6
1984.4,181447,-423
1984.95,181549,-429.5
1985.5,181654,-429
1986.05,181760,-429.8
1986.6,181866,-432.3
1987.15,181981,-435.8
1987.7,182096,-439.73
1988.25,182211,-436.6
1988.8,182332,-440.7
1989.35,182452,-439.2
1989.9,182573,-436.9
1990.45,182687,-430.4
1991,182801,-441.47
1991.55,182915,-438.1
1992.1,183030,-432.5
1992.65,183145,-437.3
1993.2,183260,-439.4
1993.75,183381,-439.9
1994.3,183502,-441.94
1994.85,183623,-436.38
1995.4,183741,-438.8
1995.95,183859,-437.6
1996.5,183977,-441.9
1997.05,184094,-440.6
1997.6,184212,-437.8
1998.15,184330,-442.4
1998.7,184451,-442.3
1999.25,184572,-439.2
1999.8,184693,-443.4
2000.35,184817,-441.3
2000.9,184941,-436
2001.45,185065,-439
2002,185183,-438.4
2002.55,185302,-441
2003.1,185421,-440.4
2003.65,185542,-441
2004.2,185663,-440.6
2004.75,185784,-443.4
2005.3,185907,-437.9
2005.85,186030,-443.6
2006.4,186152,-443.3
2006.95,186278,-441.1
2007.5,186403,-437.9
2008.05,186528,-439.4
2008.6,186652,-438.2
2009.15,186776,-442.4
2009.7,186900,-441.1
2010.25,187027,-438.8
2010.8,187154,-443.2
2011.35,187281,-440.2
2011.9,187402,-438.4
2012.45,187524,-435.5
2013,187645,-433.3
2013.55,187765,-439.3
2014.1,187886,-438.8
2014.65,188006,-437.7
2015.2,188128,-438.4
2015.75,188249,-435.7
2016.3,188370,-435.4
2016.85,188488,-435
2017.4,188605,-434.3
2017.95,188722,-434.6
2018.5,188830,-432.4
2019.05,188939,-427.2
2019.6,189047,-430.6
2020.15,189156,-428.9
2020.7,189265,-428.2
2021.25,189374,-428.2
2021.8,189475,-421.6
2022.35,189577,-422.1
2022.9,189678,-423.4
2023.45,189774,-418.9
2024,189871,-418.5
2024.55,189967,-414.6
2025.1,190054,-411.6
2025.65,190142,-414.2
2026.2,190229,-412.4
2026.75,190324,-422.5
2027.3,190420,-422.5
2027.85,190516,-422.21
2028.4,190619,-421.8
2028.95,190723,-427.9
2029.5,190826,-425.1
2030.05,190934,-425.62
2030.6,191041,-428.2
2031.15,191149,-421.1
2031.7,191252,-425.1
2032.25,191355,-425.1
2032.8,191459,-428.9
2033.35,191569,-428.9
2033.9,191679,-426.1
2034.45,191789,-427.6
2035,191903,-428.5
2035.55,192017,-433.2
2036.1,192130,-426.4
2036.65,192243,-428.9
2037.2,192355,-430.8
2037.75,192468,-436.7
2038.3,192592,-436.9
2038.85,192715,-431.3
2039.4,192839,-437.3
2039.95,192960,-430.7
2040.5,193081,-432
2041.05,193202,-432.6
2041.6,193319,-429.4
2042.15,193436,-430.5
2042.7,193553,-426.7
2043.25,193665,-430.7
2043.8,193776,-421.9
2044.35,193887,-423.51
2044.9,193986,-417.5
2045.45,194086,-418.7
2046,194186,-417.1
2046.55,194289,-417.7
2047.1,194392,-428.3
2047.65,194495,-425
2048.2,194609,-429.2
2048.75,194724,-426.4
2049.3,194838,-425.5
2049.85,194950,-422
2050.4,195063,-429
2050.95,195175,-434.5
2051.5,195298,-429.3
2052.05,195422,-430.3
2052.6,195545,-430.7
2053.15,195666,-431.9
2053.7,195788,-427.3
2054.25,195909,-433.7
2054.8,196032,-425.8
2055.35,196155,-431
2055.9,196278,-427.5
2056.45,196396,-427.6
2057,196515,-426.3
2057.55,196634,-424.5
2058.1,196751,-430
2058.65,196868,-422.6
2059.2,196985,-419.9
2059.75,197095,-422.8
2060.3,197205,-421.1
2060.85,197315,-421.1
2061.4,197418,-423
2061.95,197522,-417.7
2062.5,197625,-421.9
2063.05,197735,-420.5
2063.6,197844,-420.7
2064.15,197954,-413.9
2064.7,198059,-421
2065.25,198164,-418.6
2065.8,198269,-420.7
2066.35,198373,-417.7
2066.9,198478,-420.3
2067.45,198582,-419
2068,198687,-416.7
2068.55,198791,-415.3
2069.1,198896,-414.8
2069.65,198994,-413.7
2070.2,199093,-410.9
2070.75,199191,-412.3
2071.3,199288,-413.2
2071.85,199386,-413.3
2072.4,199483,-409.9
2072.95,199575,-408.5
2073.5,199666,-410.6
2074.05,199757,-409.5
2074.6,199849,-409.2
2075.15,199941,-408.1
2075.7,200033,-405
2076.25,200124,-407.7
2076.8,200215,-413.9
2077.35,200306,-407.7
2077.9,200394,-408.7
2078.45,200483,-402.5
2079,200571,-403.1
2079.55,200657,-406
2080.1,200743,-409.5
2080.65,200830,-407.4
2081.2,200918,-405.5
2081.75,201006,-405.9
2082.3,201095,-406.7
2082.85,201183,-404.7
2083.4,201271,-407.25
2083.95,201359,-405.5
2084.5,201448,-406.2
2085.05,201538,-408.4
2085.6,201627,-408.7
2086.15,201712,-400.8
2086.7,201798,-403
2087.25,201884,-404.2
2087.8,201970,-406.4
2088.35,202056,-402.5
2088.9,202143,-408
2089.45,202234,-408.5
2090,202325,-407.3
2090.55,202416,-407.5
2091.1,202505,-407.2
2091.65,202594,-403.1
2092.2,202682,-406
2092.75,202771,-405.5
2093.3,202859,-406.3
2093.85,202948,-406.5
2094.4,203037,-401.2
2094.95,203127,-411.8
2095.5,203216,-407.82
2096.05,203304,-405.35
2096.6,203393,-403.4
2097.15,203481,-402.8
2097.7,203572,-407.7
2098.25,203662,-410.4
2098.8,203753,-410.4
2099.35,203850,-412.1
2099.9,203947,-410.3
2100.45,204044,-416.1
2101,204148,-415
2101.55,204252,-415
2102.1,204356,-412.3
2102.65,204460,-415
2103.2,204564,-418.9
2103.75,204669,-417.8
2104.3,204777,-414.4
2104.85,204886,-421
2105.4,204995,-422.6
2105.95,205109,-421.3
2106.5,205223,-418.4
2107.05,205337,-423.98
2107.6,205451,-417.8
2108.15,205565,-421.6
2108.7,205680,-422.1
2109.25,205792,-420.1
2109.8,205905,-418.5
2110.35,206018,-422.84
2110.9,206132,-422
2111.45,206246,-417.9
2112,206360,-419.4
2112.55,206467,-417.5
2113.1,206575,-413.4
2113.65,206682,-417
2114.2,206790,-420.7
2114.75,206899,-417.3
2115.3,207007,-413.3
2115.85,207110,-414.06
2116.4,207212,-413.6
2116.95,207314,-413.9
2117.5,207413,-413.9
2118.05,207513,-409.5
2118.6,207612,-416.9
2119.15,207713,-411.5
2119.7,207813,-411.6
2120.25,207914,-414
2120.8,208015,-414.7
2121.35,208117,-413.3
2121.9,208219,-413
2122.45,208317,-411.6
2123,208414,-409.1
2123.55,208512,-406.8
2124.1,208609,-411.9
2124.65,208706,-412.9
2125.2,208803,-410
2125.75,208903,-416.2
2126.3,209002,-411.4
2126.85,209102,-410.9
2127.4,209199,-411.2
2127.95,209297,-412
2128.5,209395,-413.2
2129.05,209493,-410.1
2129.6,209591,-411.4
2130.15,209688,-408.28
2130.7,209780,-407.8
2131.25,209871,-407.2
2131.8,209962,-410.7
2132.35,210056,-407.55
2132.9,210150,-407.9
2133.45,210244,-406.5
2134,210337,-409.1
2134.55,210430,-409
2135.1,210524,-409.8
2135.65,210614,-405
2136.2,210704,-403.4
2136.75,210795,-406.7
2137.3,210884,-407.5
2137.85,210974,-403
2138.4,211064,-403.2
2138.95,211153,-407.1
2139.5,211242,-403.9
2140.05,211330,-408.3
2140.6,211420,-406.2
2141.15,211510,-401.4
2141.7,211599,-407.4
2142.25,211688,-401.7
2142.8,211777,-406.4
2143.35,211866,-401
2143.9,211951,-403.5
2144.45,212037,-401.8
2145,212122,-403.9
2145.55,212202,-394.2
2146.1,212283,-401.1
2146.65,212363,-402
2147.2,212447,-400.3
2147.75,212531,-400.4
2148.3,212615,-405.91
2148.85,212703,-403.4
2149.4,212791,-407.2
2149.95,212879,-404.6
2150.5,212963,-399.2
2151.05,213047,-399.1
2151.6,213131,-403
2152.15,213217,-406.4
2152.7,213304,-398.8
2153.25,213390,-400.7
2153.8,213477,-404.7
2154.35,213563,-404.6
2154.9,213650,-407.2
2155.45,213736,-404.3
2156,213822,-406.3
2156.55,213909,-404.4
2157.1,213996,-402.6
2157.65,214084,-404.2
2158.2,214172,-401.1
2158.75,214261,-408.6
2159.3,214350,-404.9
2159.85,214440,-407.8
2160.4,214531,-407.6
2160.95,214622,-405.64
2161.5,214713,-402.8
2162.05,214800,-403.86
2162.6,214888,-403.9
2163.15,214975,-405.7
2163.7,215062,-403.2
2164.25,215150,-401.3
2164.8,215237,-406.1
2165.35,215325,-403.5
2165.9,215414,-403.3
2166.45,215502,-408.22
2167,215595,-407.9
2167.55,215688,-409.8
2168.1,215781,-403.5
2168.65,215867,-400
2169.2,215952,-402.1
2169.75,216038,-407.57
2170.3,216127,-406.5
2170.85,216216,-402.6
2171.4,216305,-407
2171.95,216394,-403.9
2172.5,216483,-402.2
2173.05,216572,-403.2
2173.6,216658,-402.8
2174.15,216744,-402.2
2174.7,216830,-399.51
2175.25,216911,-404.64
2175.8,216993,-397.03
2176.35,217075,-399.4
2176.9,217156,-397.99
2177.45,217237,-401.6
2178,217318,-400.75
2178.55,217402,-401.04
2179.1,217486,-399.6
2179.65,217570,-404.3
2180.2,217657,-402.8
2180.75,217744,-405.8
2181.3,217831,-404
2181.85,217921,-405
2182.4,218011,-405.6
2182.95,218101,-408
2183.5,218196,-409.7
2184.05,218291,-407.4
2184.6,218386,-407.8
2185.15,218481,-407.1
2185.7,218575,-408.1
2186.25,218669,-412.7
2186.8,218771,-412.7
2187.35,218873,-414.6
2187.9,218974,-415
2188.45,219081,-414.3
2189,219187,-417
2189.55,219294,-414.2
2190.1,219400,-411.2
2190.65,219506,-419.4
2191.2,219611,-418.8
2191.75,219722,-418.1
2192.3,219832,-415.5
2192.85,219942,-422.5
2193.4,220062,-425.4
2193.95,220182,-420.1
2194.5,220302,-421.6
2195.05,220421,-422.79
2195.6,220539,-421
2196.15,220658,-421.4
2196.7,220773,-418.8
2197.25,220888,-419.76
2197.8,221003,-425.3
2198.35,221123,-423
2198.9,221243,-420.4
2199.45,221363,-421.65
2200,221487,-426.6
2200.55,221611,-425.8
2201.1,221735,-426.38
2201.65,221863,-424
2202.2,221992,-427.9
2202.75,222120,-427.9
2203.3,222254,-431.2
2203.85,222389,-428.9
2204.4,222523,-431.3
2204.95,222662,-430.2
2205.5,222800,-431.5
2206.05,222938,-434.6
2206.6,223087,-431.9
2207.15,223236,-442.4
2207.7,223386,-438.72
2208.25,223535,-434
2208.8,223684,-431.7
2209.35,223833,-435.04
2209.9,223989,-438.1
2210.45,224145,-438.8
2211,224301,-438.5
2211.55,224462,-437.94
2212.1,224622,-441.8
2212.65,224782,-438.3
2213.2,224941,-441.6
2213.75,225101,-437.3
2214.3,225260,-441.5
2214.85,225426,-440.7
2215.4,225591,-441.2
2215.95,225756,-437.7
2216.5,225918,-440.6
2217.05,226079,-437.6
2217.6,226241,-437
2218.15,226397,-437.16
2218.7,226553,-433.8
2219.25,226708,-435.6
2219.8,226860,-436.8
2220.35,227012,-428.1
2220.9,227164,-428.8
2221.45,227302,-427.1
2222,227440,-425
2222.55,227578,-420
2223.1,227705,-416.1
2223.65,227833,-425.7
2224.2,227961,-423.4
2224.75,228097,-428.1
2225.3,228233,-426.4
2225.85,228369,-423.6
2226.4,228510,-427.9
2226.95,228651,-427.6
2227.5,228792,-433.3
2228.05,228950,-434.6
2228.6,229107,-435.9
2229.15,229265,-432.6
2229.7,229428,-436.4
2230.25,229591,-439.4
2230.8,229754,-438.7
2231.35,229924,-439.7
2231.9,230095,-438.7
2232.45,230265,-438.6
2233,230427,-435
2233.55,230589,-433.4
2234.1,230752,-425.2
2234.65,230889,-427.7
2235.2,231026,-419.4
2235.75,231163,-431.8
2236.3,231313,-429.4
2236.85,231464,-429.6
2237.4,231614,-436.7
2237.95,231780,-437
2238.5,231946,-436.3
2239.05,232112,-434.74
2239.6,232274,-435.7
2240.15,232437,-433.6
2240.7,232599,-432.3
2241.25,232753,-431.2
2241.8,232907,-430.5
2242.35,233061,-427.3
2242.9,233205,-427.19
2243.45,233350,-424.3
2244,233494,-428.5
2244.55,233642,-427.7
2245.1,233790,-428.2
2245.65,233938,-428.4
2246.2,234085,-426.6
2246.75,234233,-428.2
2247.3,234380,-426
2247.85,234521,-427.1
2248.4,234663,-420.86
2248.95,234804,-423
2249.5,234939,-422.1
2250.05,235075,-420.5
2250.6,235210,-421.4
2251.15,235346,-422.3
2251.7,235482,-422
2252.25,235619,-422.4
2252.8,235754,-420.3
2253.35,235889,-420.9
2253.9,236024,-413.7
2254.45,236146,-416.7
2255,236269,-414
2255.55,236392,-414.1
2256.1,236513,-414.7
2256.65,236634,-413.2
2257.2,236755,-417.5
2257.75,236879,-415.5
2258.3,237003,-413.8
2258.85,237127,-410.4
2259.4,237242,-406.5
2259.95,237356,-412.9
2260.5,237471,-409.8
2261.05,237584,-411.3
2261.6,237697,-406.9
2262.15,237810,-411.3
2262.7,237924,-408.8
2263.25,238038,-411.2
2263.8,238153,-412.8
2264.35,238267,-408.73
2264.9,238382,-409
2265.45,238497,-407.2
2266,238611,-411.8
2266.55,238725,-410.94
2267.1,238839,-410
2267.65,238949,-406.4
2268.2,239058,-406.5
2268.75,239168,-409.2
2269.3,239281,-412
2269.85,239393,-407
2270.4,239506,-408.5
2270.95,239614,-405.6
2271.5,239722,-409.5
2272.05,239830,-403.9
2272.6,239936,-405.1
2273.15,240043,-404.3
2273.7,240149,-408.9
2274.25,240258,-408.7
2274.8,240366,-402.8
2275.35,240475,-408.7
2275.9,240584,-410.1
2276.45,240693,-407.9
2277,240802,-405.5
2277.55,240899,-397.6
2278.1,240995,-400.9
2278.65,241092,-403.7
2279.2,241191,-400
2279.75,241291,-400
2280.3,241390,-398.3
2280.85,241488,-400.3
2281.4,241586,-401.2
2281.95,241684,-398.7
2282.5,241778,-395.3
2283.05,241872,-396.8
2283.6,241965,-397
2284.15,242055,-393.6
2284.7,242145,-391.7
2285.25,242235,-391.1
2285.8,242320,-391
2286.35,242404,-387
2286.9,242489,-392.6
2287.45,242572,-386
2288,242656,-389.9
2288.55,242739,-382.5
2289.1,242811,-377.9
2289.65,242884,-377.2
2290.2,242956,-379.3
2290.75,243027,-380.5
2291.3,243098,-375.9
2291.85,243170,-380.4
2292.4,243241,-378.8
2292.95,243312,-375.7
2293.5,243384,-378
2294.05,243455,-377.2
2294.6,243526,-379.3
2295.15,243598,-380.5
2295.7,243671,-380
2296.25,243745,-380
2296.8,243819,-384.8
2297.35,243895,-377.9
2297.9,243970,-380.2
2298.45,244045,-381.5
2299,244125,-384
2299.55,244204,-386.3
2300.1,244283,-386.9
2300.65,244366,-388.4
2301.2,244448,-384.4
2301.75,244530,-384.4
2302.3,244612,-383.1
2302.85,244693,-384.9
2303.4,244775,-388.8
2303.95,244864,-390.7
2304.5,244953,-391.1
2305.05,245043,-391.9
2305.6,245141,-397.2
2306.15,245240,-399.6
2306.7,245339,-403.5
2307.25,245448,-402.2
2307.8,245557,-400.3
2308.35,245667,-403.7
2308.9,245781,-403.7
2309.45,245896,-407.4
